disease,tissue,cell type,cell line,sex
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hep3b,
hepatocellular carcinoma,liver,,hep3b,
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,mhcc97l,male
hepatocellular carcinoma,liver,,mhcc97l,male
hepatocellular carcinoma,liver,,hcclm3,male
hepatocellular carcinoma,liver,,hcclm3,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,hepg2,male
hepatocellular carcinoma,liver,,mhcc97l,male
hepatocellular carcinoma,liver,,mhcc97l,male
hepatocellular carcinoma,liver,,hcclm3,male
hepatocellular carcinoma,liver,,hcclm3,male
hepatocellular carcinoma,liver,,,missing
hepatocellular carcinoma,liver,,,missing
hepatocellular carcinoma,liver,,,missing
hepatocellular carcinoma,liver,,,missing
hepatocellular carcinoma,liver,,,missing
hepatocellular carcinoma,liver,,,missing
hepatocellular carcinoma,liver,,,missing
hepatocellular carcinoma,liver,,,missing
hepatocellular carcinoma,liver,,,missing
hepatocellular carcinoma,liver,,,missing
hepatocellular carcinoma,liver,,,missing
hepatocellular carcinoma,liver,,,missing
hepatocellular carcinoma,liver,,,missing
hepatocellular carcinoma,liver,,,missing
hepatocellular carcinoma,liver,,,missing
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hcc,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,peripheral blood mononuclear cell,,,
hepatocellular carcinoma,peripheral blood mononuclear cell,,,
hepatocellular carcinoma,peripheral blood mononuclear cell,,,
hepatocellular carcinoma,peripheral blood mononuclear cell,,,
hepatocellular carcinoma,peripheral blood mononuclear cell,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,peripheral blood mononuclear cell,,,
hepatocellular carcinoma,peripheral blood mononuclear cell,,,
hepatocellular carcinoma,peripheral blood mononuclear cell,,,
hepatocellular carcinoma,plasma and serum,,,
hepatocellular carcinoma,plasma and serum,,,
hepatocellular carcinoma,plasma and serum,,,
hepatocellular carcinoma,plasma and serum,,,
hepatocellular carcinoma,plasma and serum,,,
hepatocellular carcinoma,plasma and serum,,,
hepatocellular carcinoma,plasma and serum,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,plasma and serum,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,snu-387,
hepatocellular carcinoma,liver,,snu-387,
hepatocellular carcinoma,liver,,snu-387,
hepatocellular carcinoma,liver,,snu-387,
hepatocellular carcinoma,liver,,snu-387,
hepatocellular carcinoma,liver,,hepg2 was derived from a liver hepatocellular carcinoma of a 15 year old caucasian male.,
hepatocellular carcinoma,liver,,hepg2 was derived from a liver hepatocellular carcinoma of a 15 year old caucasian male.,
hepatocellular carcinoma,liver,hepatocyte,hep3b,
hepatocellular carcinoma,liver,hepatocyte,hep3b,
hepatocellular carcinoma,liver,hepatocyte,hep3b,
hepatocellular carcinoma,liver,hepatocyte,hep3b,
hepatocellular carcinoma,liver,hepatocyte,hepg2,
hepatocellular carcinoma,liver,hepatocyte,hepg2,
hepatocellular carcinoma,liver,hepatocyte,hepg2,
hepatocellular carcinoma,liver,hepatocyte,hepg2,
hepatocellular carcinoma,liver,hepatocyte,huh-7,
hepatocellular carcinoma,liver,hepatocyte,huh-7,
hepatocellular carcinoma,liver,hepatocyte,huh-7,
hepatocellular carcinoma,liver,hepatocyte,huh-7,
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,not collected
hcc,,immune cells,,
hcc,,immune cells,,
hcc,,immune cells,,
hcc,,immune cells,,
hcc,,immune cells,,
hcc,,immune cells,,
hcc,,immune cells,,
hcc,,immune cells,,
hcc,,immune cells,,
hcc,,immune cells,,
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,peripheral blood,,,
hepatocellular carcinoma,peripheral blood,,,
hepatocellular carcinoma,peripheral blood,,,
hepatocellular carcinoma,peripheral blood,,,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,,hepg2,
hepatocellular carcinoma,liver,,hepg2,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,,
hepatocellular carcinoma,liver,,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial cell,hepg2,
hepatocellular carcinoma,liver,epithelial,hepg2,male
hepatocellular carcinoma,liver,epithelial,hepg2,male
hepatocellular carcinoma,liver,epithelial,hepg2,male
hepatocellular carcinoma,liver,epithelial,hepg2,male
hepatocellular carcinoma,liver,epithelial,hepg2,male
hepatocellular carcinoma,liver,epithelial,hepg2,male
hepatocellular carcinoma,liver,epithelial,hepg2,male
hepatocellular carcinoma,liver,epithelial,hepg2,male
carcinoma hepatocellular,liver,,plc/prf/5,unknown
carcinoma hepatocellular,liver,,plc/prf/5,unknown
hepatocellular carcinoma,,epithelial cell,huh-7,
hepatocellular carcinoma,,epithelial cell,huh-7,
hepatocellular carcinoma,,epithelial cell,huh-7,
hepatocellular carcinoma,,epithelial cell,huh-7,
hepatocellular carcinoma,,epithelial cell,huh-7,
hepatocellular carcinoma,,epithelial cell,huh-7,
hepatocellular carcinoma,,epithelial cell,huh-7,
hepatocellular carcinoma,,epithelial cell,huh-7,
hepatocellular carcinoma,,epithelial cell,huh-7,
hepatocellular carcinoma,"liver, epithelial",,hb-8065 (hep g2) [hepg2],male
hepatocellular carcinoma,"liver, epithelial",,hb-8065 (hep g2) [hepg2],male
hepatocellular carcinoma,"liver, epithelial",,hb-8065 (hep g2) [hepg2],male
hepatocellular carcinoma,"liver, epithelial",,hb-8065 (hep g2) [hepg2],male
hepatocellular carcinoma,"liver, epithelial",,hb-8065 (hep g2) [hepg2],male
hepatocellular carcinoma,"liver, epithelial",,hb-8065 (hep g2) [hepg2],male
hepatocellular carcinoma,"liver, epithelial",,hb-8065 (hep g2) [hepg2],male
hepatocellular carcinoma,"liver, epithelial",,hb-8065 (hep g2) [hepg2],male
hepatocellular carcinoma,"liver, epithelial",,hb-8065 (hep g2) [hepg2],male
hepatocellular carcinoma,"liver, epithelial",,hb-8065 (hep g2) [hepg2],male
hepatocellular carcinoma,"liver, epithelial",,hb-8065 (hep g2) [hepg2],male
hepatocellular carcinoma,"liver, epithelial",,hb-8065 (hep g2) [hepg2],male
hepatocellular carcinoma,not applicable,,hkci10,not applicable
hepatocellular carcinoma,not applicable,,hkci10,not applicable
hepatocellular carcinoma,not applicable,,hkci11,not applicable
hepatocellular carcinoma,not applicable,,hkci11,not applicable
hepatocellular carcinoma,not applicable,,hkci2,not applicable
hepatocellular carcinoma,not applicable,,hkci2,not applicable
hepatocellular carcinoma,not applicable,,hkci4,not applicable
hepatocellular carcinoma,not applicable,,hkci4,not applicable
hepatocellular carcinoma,not applicable,,hkci9,not applicable
hepatocellular carcinoma,not applicable,,hkci9,not applicable
hepatocellular carcinoma,not applicable,,hkcic1,not applicable
hepatocellular carcinoma,not applicable,,hkcic1,not applicable
hepatocellular carcinoma,not applicable,,hkcic2,not applicable
hepatocellular carcinoma,not applicable,,hkcic2,not applicable
hepatocellular carcinoma,not applicable,,hkcic3,not applicable
hepatocellular carcinoma,not applicable,,hkcic3,not applicable
hepatocellular carcinoma,liver,,huh-7,male
hepatocellular carcinoma,liver,,huh-7,male
hepatocellular carcinoma,liver,,huh-7,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,female
hcc,hcc,huh7,hcc,unknown
hcc,hcc,huh7,hcc,unknown
hcc,hcc,huh7,hcc,unknown
hcc,hcc,huh7,hcc,unknown
hcc,hcc,huh7,hcc,unknown
hcc,hcc,huh7,hcc,unknown
hcc,hcc,mahlavu,hcc,unknown
hcc,hcc,mahlavu,hcc,unknown
hcc,hcc,mahlavu,hcc,unknown
hcc,hcc,mahlavu,hcc,unknown
hcc,hcc,mahlavu,hcc,unknown
hcc,hcc,mahlavu,hcc,unknown
hcc,liver,,mhcc97l,male
hcc,liver,,mhcc97l,male
hcc,liver,,mhcc97l,male
hcc,liver,,mhcc97l,male
hcc,liver,,mhcc97l,male
hepatocellular carcinoma,liver,hepatocyte,hepg2,
hepatocellular carcinoma,liver,hepatocyte,hepg2,
hepatocellular carcinoma,liver,hepatocyte,hepg2,
hepatocellular carcinoma,liver,hepatocyte,hepg2,
hepatocellular carcinoma,liver,hepatocyte,hepg2,
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,hepg2,
hepatocellular carcinoma,liver,,hepg2,
hepatocellular carcinoma,liver,,hepg2,
hepatocellular carcinoma,liver,,hepg2,
hepatocellular carcinoma,liver,,hepg2,
hepatocellular carcinoma,liver,,hepg2,
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hcc,blood,cd45+ cells,,
hcc,tumor,cd45+ cells,,
hcc,liver,cd45+ cells,,
hcc,blood,cd45+ cells,,
hcc,tumor,cd45+ cells,,
hcc,liver,cd45+ cells,,
hcc,blood,cd45+ cells,,
hcc,tumor,cd45+ cells,,
hcc,blood,cd45+ cells,,
hcc,tumor,cd45+ cells,,
hcc,blood,cd45+ cells,,
hcc,tumor,cd45+ cells,,
hcc,liver,cd45+ cells,,
hcc,blood,cd45+ cells,,
hcc,tumor,cd45+ cells,,
hcc,tumor,cd45+ cells,,
hcc,tumor,cd45+ cells,,
hcc,tumor,cd45+ cells,,
hcc,liver,cd45+ cells,,
hcc,lymphnode,cd45+ cells,,
hcc,ascites,cd45+ cells,,
hcc,tumor,cd45+ cells,,
hcc,tumor,cd45+ cells,,
hcc,liver,cd45+ cells,,
hcc,ascites,cd45+ cells,,
hcc,liver,cd45+ cells,,
hcc,blood,cd45+ cells,,
hcc,tumor,cd45+ cells,,
hcc,liver,cd45+ cells,,
hcc,lymphnode,cd45+ cells,,
hcc,ascites,cd45+ cells,,
hcc,tumor,cd45+ cells,,
hcc,blood,cd45+ cells,,
hcc,blood,cd45+ cells,,
hcc,tumor,cd45+ cells,,
hcc,liver,cd45+ cells,,
hcc,lymphnode,cd45+ cells,,
hcc,ascites,cd45+ cells,,
hcc,liver,cd45+ cells,,
hcc,lymphnode,cd45+ cells,,
hcc,ascites,cd45+ cells,,
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,female
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,,,male
hepatocellular carcinoma,liver,t cell,,male
hepatocellular carcinoma,liver,t cell,,female
hepatocellular carcinoma,liver,t cell,,male
hepatocellular carcinoma,liver,t cell,,male
hepatocellular carcinoma,liver,t cell,,female
hepatocellular carcinoma,liver,t cell,,male
hepatocellular carcinoma,liver,t cell,,male
hepatocellular carcinoma,liver,t cell,,male
hepatocellular carcinoma,liver,t cell,,female
hepatocellular carcinoma,liver,t cell,,male
